timestamp,open,high,low,close,volume
2019-06-17 06:55:20,1.1210,1.1210,1.1202,1.1207,0
2019-06-17 06:30:00,1.1209,1.1210,1.1200,1.1210,0
2019-06-17 06:00:00,1.1205,1.1210,1.1200,1.1209,0
2019-06-17 05:30:00,1.1209,1.1210,1.1200,1.1205,0
2019-06-17 05:00:00,1.1203,1.1209,1.1198,1.1208,0
2019-06-17 04:30:00,1.1200,1.1205,1.1195,1.1202,0
2019-06-17 04:00:00,1.1200,1.1203,1.1186,1.1201,0
2019-06-17 03:30:00,1.1197,1.1201,1.1189,1.1200,0
2019-06-17 03:00:00,1.1205,1.1206,1.1192,1.1197,0
2019-06-17 02:30:00,1.1207,1.1208,1.1197,1.1205,0
2019-06-17 02:00:00,1.1206,1.1207,1.1199,1.1206,0
2019-06-17 01:30:00,1.1210,1.1211,1.1202,1.1207,0
2019-06-17 01:00:00,1.1211,1.1212,1.1205,1.1211,0
2019-06-17 00:30:00,1.1215,1.1215,1.1206,1.1211,0
2019-06-17 00:00:00,1.1213,1.1216,1.1209,1.1215,0
2019-06-16 23:30:00,1.1214,1.1214,1.1207,1.1213,0
2019-06-16 23:00:00,1.1208,1.1214,1.1204,1.1214,0
2019-06-16 22:30:00,1.1209,1.1210,1.1202,1.1209,0
2019-06-16 22:00:00,1.1209,1.1211,1.1204,1.1209,0
2019-06-16 21:30:00,1.1205,1.1210,1.1201,1.1209,0
2019-06-16 21:00:00,1.1206,1.1208,1.1200,1.1205,0
2019-06-16 20:30:00,1.1206,1.1207,1.1199,1.1206,0
2019-06-16 20:00:00,1.1198,1.1206,1.1195,1.1205,0
2019-06-16 19:30:00,1.1198,1.1199,1.1193,1.1199,0
2019-06-16 19:00:00,1.1193,1.1199,1.1192,1.1198,0
2019-06-14 17:00:00,1.1195,1.1198,1.1190,1.1193,0
2019-06-14 16:30:00,1.1196,1.1197,1.1189,1.1195,0
2019-06-14 16:00:00,1.1196,1.1198,1.1191,1.1197,0
2019-06-14 15:30:00,1.1198,1.1199,1.1193,1.1197,0
2019-06-14 15:00:00,1.1201,1.1202,1.1192,1.1198,0
2019-06-14 14:30:00,1.1198,1.1202,1.1193,1.1201,0
2019-06-14 14:00:00,1.1198,1.1199,1.1191,1.1198,0
2019-06-14 13:30:00,1.1198,1.1200,1.1192,1.1198,0
2019-06-14 13:00:00,1.1198,1.1200,1.1192,1.1198,0
2019-06-14 12:30:00,1.1203,1.1204,1.1194,1.1198,0
2019-06-14 12:00:00,1.1208,1.1209,1.1196,1.1203,0
2019-06-14 11:30:00,1.1203,1.1211,1.1198,1.1208,0
2019-06-14 11:00:00,1.1199,1.1207,1.1194,1.1204,0
2019-06-14 10:30:00,1.1201,1.1202,1.1192,1.1200,0
2019-06-14 10:00:00,1.1205,1.1207,1.1192,1.1200,0
2019-06-14 09:30:00,1.1204,1.1207,1.1198,1.1205,0
2019-06-14 09:00:00,1.1216,1.1216,1.1200,1.1205,0
2019-06-14 08:30:00,1.1211,1.1219,1.1205,1.1215,0
2019-06-14 08:00:00,1.1210,1.1212,1.1204,1.1211,0
2019-06-14 07:30:00,1.1208,1.1213,1.1203,1.1210,0
2019-06-14 07:00:00,1.1216,1.1217,1.1202,1.1206,0
2019-06-14 06:30:00,1.1218,1.1219,1.1209,1.1216,0
2019-06-14 06:00:00,1.1217,1.1221,1.1210,1.1217,0
2019-06-14 05:30:00,1.1223,1.1223,1.1212,1.1216,0
2019-06-14 05:00:00,1.1223,1.1228,1.1214,1.1223,0
2019-06-14 04:30:00,1.1217,1.1224,1.1211,1.1223,0
2019-06-14 04:00:00,1.1202,1.1221,1.1198,1.1217,0
2019-06-14 03:30:00,1.1205,1.1208,1.1191,1.1202,0
2019-06-14 03:00:00,1.1207,1.1207,1.1197,1.1205,0
2019-06-14 02:30:00,1.1205,1.1209,1.1198,1.1207,0
2019-06-14 02:00:00,1.1207,1.1208,1.1200,1.1205,0
2019-06-14 01:30:00,1.1208,1.1208,1.1201,1.1207,0
2019-06-14 01:00:00,1.1207,1.1208,1.1201,1.1208,0
2019-06-14 00:30:00,1.1205,1.1207,1.1199,1.1206,0
2019-06-14 00:00:00,1.1206,1.1206,1.1200,1.1205,0
2019-06-13 23:30:00,1.1203,1.1207,1.1197,1.1206,0
2019-06-13 23:00:00,1.1200,1.1206,1.1195,1.1201,0
2019-06-13 22:30:00,1.1199,1.1202,1.1194,1.1200,0
2019-06-13 22:00:00,1.1200,1.1201,1.1193,1.1198,0
2019-06-13 21:30:00,1.1198,1.1201,1.1193,1.1200,0
2019-06-13 21:00:00,1.1205,1.1207,1.1195,1.1198,0
2019-06-13 20:30:00,1.1205,1.1208,1.1200,1.1205,0
2019-06-13 20:00:00,1.1208,1.1210,1.1198,1.1205,0
2019-06-13 19:30:00,1.1206,1.1209,1.1201,1.1208,0
2019-06-13 19:00:00,1.1208,1.1208,1.1201,1.1206,0
2019-06-13 18:30:00,1.1209,1.1210,1.1202,1.1208,0
2019-06-13 18:00:00,1.1208,1.1212,1.1202,1.1208,0
2019-06-13 17:30:00,1.1204,1.1212,1.1201,1.1207,0
2019-06-13 17:00:00,1.1208,1.1210,1.1202,1.1204,0
2019-06-13 16:30:00,1.1210,1.1211,1.1203,1.1208,0
